,AGE,FEMALE,RACE,ZIPINC_QRTL,DIED,LOS
25%,54.75,1.0,1.75,1.5,0.0,2.75
50%,54.75,1.0,1.75,1.5,0.0,2.75
75%,54.75,1.0,1.75,1.5,0.0,2.75
count,1.0,1.0,1.0,1.0,1.0,1.0
max,54.75,1.0,1.75,1.5,0.0,2.75
mean,54.75,1.0,1.75,1.5,0.0,2.75
min,54.75,1.0,1.75,1.5,0.0,2.75
std,,,,,,
