,0.0,1.0,4.0
Total Rows,3.0,,
AGE_min,65.0,,
AGE_25%,66.0,,
AGE_50%,67.0,,
AGE_75%,71.5,,
AGE_max,76.0,,
AGE_std,5.8594652770823155,,
LOS_min,2.0,,
LOS_25%,2.0,,
LOS_50%,2.0,,
LOS_75%,2.5,,
LOS_max,3.0,,
LOS_std,0.5773502691896258,,
RACE,0.0,3.0,0.0
ZIPINC_QRTL,0.0,1.0,2.0
DIED,3.0,0.0,0.0
