,AGE,FEMALE,RACE,ZIPINC_QRTL,DIED,LOS
25%,71.5,0.75,1.25,3.25,0.0,4.75
50%,71.5,0.75,1.25,3.25,0.0,4.75
75%,71.5,0.75,1.25,3.25,0.0,4.75
count,1.0,1.0,1.0,1.0,1.0,1.0
max,71.5,0.75,1.25,3.25,0.0,4.75
mean,71.5,0.75,1.25,3.25,0.0,4.75
min,71.5,0.75,1.25,3.25,0.0,4.75
std,,,,,,
