,AGE,FEMALE,RACE,ZIPINC_QRTL,DIED,LOS
25%,44.375,0.25,1.75,2.875,0.0,3.375
50%,44.375,0.25,1.75,2.875,0.0,3.375
75%,44.375,0.25,1.75,2.875,0.0,3.375
count,1.0,1.0,1.0,1.0,1.0,1.0
max,44.375,0.25,1.75,2.875,0.0,3.375
mean,44.375,0.25,1.75,2.875,0.0,3.375
min,44.375,0.25,1.75,2.875,0.0,3.375
std,,,,,,
