,0.0,1.0,2.0,3.0,4.0
Total Rows,19.0,,,,
AGE_min,12.0,,,,
AGE_25%,27.5,,,,
AGE_50%,41.0,,,,
AGE_75%,53.5,,,,
AGE_max,61.0,,,,
AGE_std,15.305084581115118,,,,
LOS_min,1.0,,,,
LOS_25%,2.0,,,,
LOS_50%,4.0,,,,
LOS_75%,5.0,,,,
LOS_max,13.0,,,,
LOS_std,2.5785893056121876,,,,
RACE,0.0,10.0,2.0,5.0,1.0
ZIPINC_QRTL,0.0,5.0,4.0,8.0,2.0
DIED,19.0,0.0,0.0,0.0,0.0
