,0.0,1.0,4.0,3.0
Total Rows,4.0,,,
AGE_min,28.0,,,
AGE_25%,37.0,,,
AGE_50%,41.0,,,
AGE_75%,51.25,,,
AGE_max,79.0,,,
AGE_std,22.051077071199945,,,
LOS_min,3.0,,,
LOS_25%,3.75,,,
LOS_50%,4.5,,,
LOS_75%,5.0,,,
LOS_max,5.0,,,
LOS_std,0.9574271077563381,,,
RACE,0.0,3.0,1.0,0.0
ZIPINC_QRTL,0.0,0.0,0.0,4.0
DIED,4.0,0.0,0.0,0.0
