,0.0,1.0,3.0,4.0
Total Rows,3.0,,,
AGE_min,19.0,,,
AGE_25%,25.0,,,
AGE_50%,31.0,,,
AGE_75%,39.0,,,
AGE_max,47.0,,,
AGE_std,14.047538337136984,,,
LOS_min,1.0,,,
LOS_25%,1.0,,,
LOS_50%,1.0,,,
LOS_75%,5.0,,,
LOS_max,9.0,,,
LOS_std,4.618802153517007,,,
RACE,0.0,2.0,1.0,0.0
ZIPINC_QRTL,0.0,1.0,0.0,2.0
DIED,3.0,0.0,0.0,0.0
