,0.0,1.0,2.0,3.0
Total Rows,3.0,,,
AGE_min,5.0,,,
AGE_25%,10.0,,,
AGE_50%,15.0,,,
AGE_75%,35.0,,,
AGE_max,55.0,,,
AGE_std,26.457513110645905,,,
LOS_min,2.0,,,
LOS_25%,2.5,,,
LOS_50%,3.0,,,
LOS_75%,4.0,,,
LOS_max,5.0,,,
LOS_std,1.5275252316519465,,,
RACE,0.0,1.0,2.0,0.0
ZIPINC_QRTL,0.0,2.0,0.0,1.0
DIED,3.0,0.0,0.0,0.0
