,0.0,1.0,3.0,2.0,4.0
Total Rows,7.0,,,,
AGE_min,42.0,,,,
AGE_25%,54.5,,,,
AGE_50%,67.0,,,,
AGE_75%,72.5,,,,
AGE_max,77.0,,,,
AGE_std,13.508374827350272,,,,
LOS_min,2.0,,,,
LOS_25%,2.5,,,,
LOS_50%,3.0,,,,
LOS_75%,3.0,,,,
LOS_max,9.0,,,,
LOS_std,2.439750182371333,,,,
RACE,0.0,5.0,2.0,0.0,0.0
ZIPINC_QRTL,0.0,2.0,2.0,1.0,2.0
DIED,7.0,0.0,0.0,0.0,0.0
