,0.0,1.0,2.0,3.0,6.0,4.0
Total Rows,15.0,,,,,
AGE_min,20.0,,,,,
AGE_25%,26.0,,,,,
AGE_50%,41.0,,,,,
AGE_75%,57.0,,,,,
AGE_max,78.0,,,,,
AGE_std,19.11942417941453,,,,,
LOS_min,1.0,,,,,
LOS_25%,4.0,,,,,
LOS_50%,5.0,,,,,
LOS_75%,5.0,,,,,
LOS_max,7.0,,,,,
LOS_std,1.4573295865416045,,,,,
RACE,0.0,12.0,1.0,1.0,1.0,0.0
ZIPINC_QRTL,0.0,6.0,2.0,3.0,0.0,4.0
DIED,15.0,0.0,0.0,0.0,0.0,0.0
