,0.0,1.0,6.0,2.0,3.0
Total Rows,7.0,,,,
AGE_min,36.0,,,,
AGE_25%,64.5,,,,
AGE_50%,67.0,,,,
AGE_75%,82.0,,,,
AGE_max,82.0,,,,
AGE_std,16.580252166501026,,,,
LOS_min,1.0,,,,
LOS_25%,1.5,,,,
LOS_50%,3.0,,,,
LOS_75%,3.5,,,,
LOS_max,5.0,,,,
LOS_std,1.4960264830861913,,,,
RACE,0.0,3.0,3.0,0.0,0.0
ZIPINC_QRTL,0.0,1.0,0.0,3.0,3.0
DIED,7.0,0.0,0.0,0.0,0.0
