,AGE,FEMALE,RACE,ZIPINC_QRTL,DIED,LOS
25%,62.0,0.0,3.0,1.0,0.0,5.0
50%,62.0,0.0,3.0,1.0,0.0,5.0
75%,62.0,0.0,3.0,1.0,0.0,5.0
count,1.0,1.0,1.0,1.0,1.0,1.0
max,62.0,0.0,3.0,1.0,0.0,5.0
mean,62.0,0.0,3.0,1.0,0.0,5.0
min,62.0,0.0,3.0,1.0,0.0,5.0
std,,,,,,
