,0.0,1.0,2.0,3.0,4.0,6.0
Total Rows,40.0,,,,,
AGE_min,0.0,,,,,
AGE_25%,7.0,,,,,
AGE_50%,25.0,,,,,
AGE_75%,59.0,,,,,
AGE_max,71.0,,,,,
AGE_std,25.95725035811471,,,,,
LOS_min,0.0,,,,,
LOS_25%,2.0,,,,,
LOS_50%,4.0,,,,,
LOS_75%,5.0,,,,,
LOS_max,40.0,,,,,
LOS_std,7.601914401261208,,,,,
RACE,0.0,26.0,6.0,5.0,1.0,1.0
ZIPINC_QRTL,0.0,10.0,11.0,10.0,9.0,0.0
DIED,40.0,0.0,0.0,0.0,0.0,0.0
