,0.0,1.0,2.0,3.0,4.0,6.0
Total Rows,68.0,,,,,
AGE_min,0.0,,,,,
AGE_25%,2.0,,,,,
AGE_50%,11.5,,,,,
AGE_75%,37.25,,,,,
AGE_max,65.0,,,,,
AGE_std,20.721760351456954,,,,,
LOS_min,1.0,,,,,
LOS_25%,2.0,,,,,
LOS_50%,2.5,,,,,
LOS_75%,4.0,,,,,
LOS_max,13.0,,,,,
LOS_std,2.50513081922328,,,,,
RACE,0.0,39.0,2.0,17.0,2.0,4.0
ZIPINC_QRTL,0.0,19.0,14.0,12.0,20.0,0.0
DIED,68.0,0.0,0.0,0.0,0.0,0.0
