,AGE,FEMALE,RACE,ZIPINC_QRTL,DIED,LOS
25%,53.4,0.2,1.4,2.6,0.0,7.0
50%,53.4,0.2,1.4,2.6,0.0,7.0
75%,53.4,0.2,1.4,2.6,0.0,7.0
count,1.0,1.0,1.0,1.0,1.0,1.0
max,53.4,0.2,1.4,2.6,0.0,7.0
mean,53.4,0.2,1.4,2.6,0.0,7.0
min,53.4,0.2,1.4,2.6,0.0,7.0
std,,,,,,
