,AGE,FEMALE,RACE,ZIPINC_QRTL,DIED,LOS
25%,59.2,0.6,1.25,2.0,0.0,12.2
50%,59.2,0.6,1.25,2.0,0.0,12.2
75%,59.2,0.6,1.25,2.0,0.0,12.2
count,1.0,1.0,0.8,1.0,1.0,1.0
max,59.2,0.6,1.25,2.0,0.0,12.2
mean,59.2,0.6,1.25,2.0,0.0,12.2
min,59.2,0.6,1.25,2.0,0.0,12.2
std,,,,,,
