,0.0,1.0,3.0,4.0
Total Rows,7.0,,,
AGE_min,2.0,,,
AGE_25%,2.0,,,
AGE_50%,2.0,,,
AGE_75%,32.0,,,
AGE_max,59.0,,,
AGE_std,22.706198021056466,,,
LOS_min,1.0,,,
LOS_25%,2.5,,,
LOS_50%,4.0,,,
LOS_75%,4.0,,,
LOS_max,5.0,,,
LOS_std,1.3801311186847083,,,
RACE,0.0,7.0,0.0,0.0
ZIPINC_QRTL,0.0,0.0,5.0,2.0
DIED,7.0,0.0,0.0,0.0
