,0.0,1.0,4.0,3.0
Total Rows,6.0,,,
AGE_min,14.0,,,
AGE_25%,60.5,,,
AGE_50%,64.0,,,
AGE_75%,75.0,,,
AGE_max,86.0,,,
AGE_std,25.099800796022265,,,
LOS_min,1.0,,,
LOS_25%,1.0,,,
LOS_50%,1.5,,,
LOS_75%,3.5,,,
LOS_max,14.0,,,
LOS_std,5.115336417740935,,,
RACE,0.0,4.0,1.0,0.0
ZIPINC_QRTL,0.0,4.0,0.0,2.0
DIED,6.0,0.0,0.0,0.0
