,0.0,1.0,2.0,3.0,4.0,6.0
Total Rows,20.0,,,,,
AGE_min,16.0,,,,,
AGE_25%,52.0,,,,,
AGE_50%,59.5,,,,,
AGE_75%,65.0,,,,,
AGE_max,78.0,,,,,
AGE_std,14.473569377534893,,,,,
LOS_min,2.0,,,,,
LOS_25%,2.75,,,,,
LOS_50%,3.0,,,,,
LOS_75%,3.0,,,,,
LOS_max,15.0,,,,,
LOS_std,2.9486839169543524,,,,,
RACE,0.0,4.0,5.0,5.0,3.0,3.0
ZIPINC_QRTL,0.0,7.0,6.0,3.0,3.0,0.0
DIED,20.0,0.0,0.0,0.0,0.0,0.0
