,AGE,FEMALE,RACE,ZIPINC_QRTL,DIED,LOS
25%,6.9,0.4,2.2222222222222223,3.1,0.0,3.6
50%,6.9,0.4,2.2222222222222223,3.1,0.0,3.6
75%,6.9,0.4,2.2222222222222223,3.1,0.0,3.6
count,1.0,1.0,0.9,1.0,1.0,1.0
max,6.9,0.4,2.2222222222222223,3.1,0.0,3.6
mean,6.9,0.4,2.2222222222222223,3.1,0.0,3.6
min,6.9,0.4,2.2222222222222223,3.1,0.0,3.6
std,,,,,,
