,0.0,1.0,2.0,3.0,4.0
Total Rows,36.0,,,,
AGE_min,0.0,,,,
AGE_25%,18.0,,,,
AGE_50%,54.0,,,,
AGE_75%,67.0,,,,
AGE_max,75.0,,,,
AGE_std,26.25370722121245,,,,
LOS_min,1.0,,,,
LOS_25%,2.0,,,,
LOS_50%,4.0,,,,
LOS_75%,5.0,,,,
LOS_max,53.0,,,,
LOS_std,8.734169352933014,,,,
RACE,0.0,26.0,3.0,4.0,1.0
ZIPINC_QRTL,0.0,17.0,6.0,10.0,3.0
DIED,36.0,0.0,0.0,0.0,0.0
