,0.0,1.0,6.0,2.0,3.0,4.0
Total Rows,7.0,,,,,
AGE_min,53.0,,,,,
AGE_25%,61.0,,,,,
AGE_50%,61.0,,,,,
AGE_75%,64.5,,,,,
AGE_max,68.0,,,,,
AGE_std,4.775931721614517,,,,,
LOS_min,1.0,,,,,
LOS_25%,3.5,,,,,
LOS_50%,5.0,,,,,
LOS_75%,5.5,,,,,
LOS_max,6.0,,,,,
LOS_std,1.9760470401187074,,,,,
RACE,0.0,5.0,1.0,0.0,0.0,0.0
ZIPINC_QRTL,0.0,2.0,0.0,1.0,1.0,3.0
DIED,7.0,0.0,0.0,0.0,0.0,0.0
