,AGE,FEMALE,RACE,ZIPINC_QRTL,DIED,LOS
25%,59.975,0.3125,2.1052631578947367,2.2625,0.0,4.4
50%,60.0,0.325,2.1052631578947367,2.275,0.0,4.4
75%,60.025,0.3375,2.1052631578947367,2.2875,0.0,4.4
count,1.05,1.05,1.0,1.05,1.05,1.05
max,60.05,0.35,2.1052631578947367,2.3,0.0,4.4
mean,60.0,0.325,2.1052631578947367,2.275,0.0,4.4
min,59.95,0.3,2.1052631578947367,2.25,0.0,4.4
std,1.4142135623730951,0.7071067811865476,0.0,0.7071067811865476,0.0,0.0
