,0.0,1.0,3.0
Total Rows,2.0,,
AGE_min,63.0,,
AGE_25%,64.75,,
AGE_50%,66.5,,
AGE_75%,68.25,,
AGE_max,70.0,,
AGE_std,4.949747468305833,,
LOS_min,1.0,,
LOS_25%,9.0,,
LOS_50%,17.0,,
LOS_75%,25.0,,
LOS_max,33.0,,
LOS_std,22.627416997969522,,
RACE,0.0,2.0,0.0
ZIPINC_QRTL,0.0,1.0,1.0
DIED,2.0,0.0,0.0
