,0.0,1.0,5.0,2.0
Total Rows,4.0,,,
AGE_min,2.0,,,
AGE_25%,3.5,,,
AGE_50%,4.0,,,
AGE_75%,4.75,,,
AGE_max,7.0,,,
AGE_std,2.0615528128088303,,,
LOS_min,1.0,,,
LOS_25%,1.0,,,
LOS_50%,1.0,,,
LOS_75%,1.75,,,
LOS_max,4.0,,,
LOS_std,1.5,,,
RACE,0.0,3.0,1.0,0.0
ZIPINC_QRTL,0.0,1.0,0.0,3.0
DIED,4.0,0.0,0.0,0.0
