,AGE,FEMALE,RACE,ZIPINC_QRTL,DIED,LOS
25%,38.25,0.0,3.0,3.6666666666666665,0.0,5.0
50%,38.25,0.0,3.0,3.6666666666666665,0.0,5.0
75%,38.25,0.0,3.0,3.6666666666666665,0.0,5.0
count,1.0,1.0,1.0,0.75,1.0,1.0
max,38.25,0.0,3.0,3.6666666666666665,0.0,5.0
mean,38.25,0.0,3.0,3.6666666666666665,0.0,5.0
min,38.25,0.0,3.0,3.6666666666666665,0.0,5.0
std,,,,,,
