,AGE,FEMALE,RACE,ZIPINC_QRTL,DIED,LOS
25%,41.833333333333336,0.5,2.5,2.6666666666666665,0.0,4.833333333333333
50%,41.833333333333336,0.5,2.5,2.6666666666666665,0.0,4.833333333333333
75%,41.833333333333336,0.5,2.5,2.6666666666666665,0.0,4.833333333333333
count,1.0,1.0,1.0,1.0,1.0,1.0
max,41.833333333333336,0.5,2.5,2.6666666666666665,0.0,4.833333333333333
mean,41.833333333333336,0.5,2.5,2.6666666666666665,0.0,4.833333333333333
min,41.833333333333336,0.5,2.5,2.6666666666666665,0.0,4.833333333333333
std,,,,,,
