,0.0,1.0,2.0,3.0,4.0,6.0
Total Rows,591.0,,,,,
AGE_min,7.0,,,,,
AGE_25%,53.5,,,,,
AGE_50%,63.0,,,,,
AGE_75%,70.5,,,,,
AGE_max,90.0,,,,,
AGE_std,14.410528787294734,,,,,
LOS_min,0.0,,,,,
LOS_25%,4.0,,,,,
LOS_50%,4.0,,,,,
LOS_75%,6.0,,,,,
LOS_max,40.0,,,,,
LOS_std,3.545960164901259,,,,,
RACE,0.0,416.0,29.0,57.0,43.0,19.0
ZIPINC_QRTL,0.0,92.0,133.0,167.0,190.0,0.0
DIED,590.0,1.0,0.0,0.0,0.0,0.0
