,0.0,1.0,2.0,3.0,4.0,6.0
Total Rows,66.0,,,,,
AGE_min,2.0,,,,,
AGE_25%,54.25,,,,,
AGE_50%,66.0,,,,,
AGE_75%,73.0,,,,,
AGE_max,88.0,,,,,
AGE_std,16.354500816891264,,,,,
LOS_min,0.0,,,,,
LOS_25%,2.0,,,,,
LOS_50%,3.0,,,,,
LOS_75%,4.0,,,,,
LOS_max,22.0,,,,,
LOS_std,3.0137215336718626,,,,,
RACE,0.0,45.0,11.0,1.0,6.0,3.0
ZIPINC_QRTL,0.0,28.0,14.0,14.0,10.0,0.0
DIED,65.0,0.0,0.0,0.0,0.0,0.0
