,AGE,FEMALE,RACE,ZIPINC_QRTL,DIED,LOS
25%,59.125,0.375,1.5,2.75,0.0,2.25
50%,59.125,0.375,1.5,2.75,0.0,2.25
75%,59.125,0.375,1.5,2.75,0.0,2.25
count,1.0,1.0,1.0,1.0,1.0,1.0
max,59.125,0.375,1.5,2.75,0.0,2.25
mean,59.125,0.375,1.5,2.75,0.0,2.25
min,59.125,0.375,1.5,2.75,0.0,2.25
std,,,,,,
