,AGE,FEMALE,RACE,ZIPINC_QRTL,DIED,LOS
25%,13.0,1.0,3.0,4.0,0.0,1.0
50%,13.0,1.0,3.0,4.0,0.0,1.0
75%,13.0,1.0,3.0,4.0,0.0,1.0
count,1.0,1.0,1.0,1.0,1.0,1.0
max,13.0,1.0,3.0,4.0,0.0,1.0
mean,13.0,1.0,3.0,4.0,0.0,1.0
min,13.0,1.0,3.0,4.0,0.0,1.0
std,,,,,,
