,0.0,1.0,2.0,3.0,6.0,4.0
Total Rows,36.0,,,,,
AGE_min,0.0,,,,,
AGE_25%,2.0,,,,,
AGE_50%,8.5,,,,,
AGE_75%,46.25,,,,,
AGE_max,62.0,,,,,
AGE_std,22.744544086753766,,,,,
LOS_min,1.0,,,,,
LOS_25%,2.0,,,,,
LOS_50%,2.0,,,,,
LOS_75%,5.0,,,,,
LOS_max,31.0,,,,,
LOS_std,6.084262812227458,,,,,
RACE,0.0,23.0,2.0,5.0,2.0,0.0
ZIPINC_QRTL,0.0,9.0,10.0,6.0,0.0,10.0
DIED,36.0,0.0,0.0,0.0,0.0,0.0
