,0.0,1.0,2.0,3.0,4.0
Total Rows,38.0,,,,
AGE_min,2.0,,,,
AGE_25%,8.5,,,,
AGE_50%,12.0,,,,
AGE_75%,17.75,,,,
AGE_max,65.0,,,,
AGE_std,16.282446543251872,,,,
LOS_min,2.0,,,,
LOS_25%,5.0,,,,
LOS_50%,5.0,,,,
LOS_75%,5.75,,,,
LOS_max,20.0,,,,
LOS_std,3.176639483294867,,,,
RACE,0.0,21.0,10.0,6.0,1.0
ZIPINC_QRTL,0.0,10.0,13.0,7.0,8.0
DIED,38.0,0.0,0.0,0.0,0.0
