,0.0,1.0,2.0,3.0
Total Rows,3.0,,,
AGE_min,6.0,,,
AGE_25%,9.0,,,
AGE_50%,12.0,,,
AGE_75%,12.0,,,
AGE_max,12.0,,,
AGE_std,3.4641016151377544,,,
LOS_min,1.0,,,
LOS_25%,1.0,,,
LOS_50%,1.0,,,
LOS_75%,1.0,,,
LOS_max,1.0,,,
LOS_std,0.0,,,
RACE,0.0,3.0,0.0,0.0
ZIPINC_QRTL,0.0,0.0,1.0,2.0
DIED,3.0,0.0,0.0,0.0
