,0.0,1.0,4.0
Total Rows,2.0,,
AGE_min,67.0,,
AGE_25%,68.25,,
AGE_50%,69.5,,
AGE_75%,70.75,,
AGE_max,72.0,,
AGE_std,3.5355339059327378,,
LOS_min,5.0,,
LOS_25%,16.5,,
LOS_50%,28.0,,
LOS_75%,39.5,,
LOS_max,51.0,,
LOS_std,32.526911934581186,,
RACE,0.0,1.0,1.0
ZIPINC_QRTL,0.0,0.0,2.0
DIED,1.0,1.0,0.0
