,0.0,1.0,2.0,3.0,4.0
Total Rows,82.0,,,,
AGE_min,1.0,,,,
AGE_25%,10.25,,,,
AGE_50%,57.0,,,,
AGE_75%,65.0,,,,
AGE_max,81.0,,,,
AGE_std,27.423521533040038,,,,
LOS_min,0.0,,,,
LOS_25%,2.0,,,,
LOS_50%,3.0,,,,
LOS_75%,4.0,,,,
LOS_max,20.0,,,,
LOS_std,3.4855921454807586,,,,
RACE,0.0,59.0,14.0,4.0,5.0
ZIPINC_QRTL,0.0,36.0,14.0,19.0,11.0
DIED,81.0,1.0,0.0,0.0,0.0
